	n_estimators	target
0	25	8030462N17Rik
0	181	Haus1
0	177	Pstpip2
0	208	Epg5
0	302	Setbp1
0	187	Pard6g
0	165	Adnp2
0	188	Rbfa
0	348	Txnl4a
0	196	Pqlc1
0	161	Ctdp1
0	219	Atp9b
0	144	Zfp236
0	257	Zfp516
0	277	Zadh2
0	137	Zfp407
0	228	Cndp2
0	537	Cyb5
0	140	Timm21
0	63	Socs6
0	30	Rttn
0	342	Tmx3
0	146	Ighmbp2
0	302	Mrpl21
0	271	Cpt1a
0	211	Ppp6r3
0	230	1810055G02Rik
0	248	Suv420h1
0	365	Chka
0	67	Tcirg1
0	312	Ndufs8
0	100	Aldh3b2
0	239	Acy3
0	173	Nudt8
0	25	Doc2g
0	373	Ndufv1
0	125	Cdk2ap2
0	282	Pitpnm1
0	311	Aip
0	231	Tmem134
0	266	Coro1b
0	58	Rps6kb2
0	388	Ppp1ca
0	34	Rad9a
0	57	Pold4
0	25	Ssh3
0	275	Adrbk1
0	313	Kdm2a
0	246	Pcx
0	154	Rce1
0	198	Rbm4b
0	169	Rbm4
0	277	Ctsf
0	210	Zdhhc24
0	266	Dpp3
0	348	Mrpl11
0	170	Slc29a2
0	316	B3gnt1
0	219	Brms1
0	272	Rin1
0	421	Tmem151a
0	229	Yif1a
0	321	Rab1b
0	375	Sf3b2
0	236	Gal3st3
0	220	Cst6
0	293	Banf1
0	307	Eif1ad
0	255	Sart1
0	313	AI837181
0	277	Ccdc85b
0	267	Fibp
0	280	Efemp2
0	165	Mus81
0	321	Snx32
0	217	Rnaseh2c
0	208	Kat5
0	205	Rela
0	217	Pcnxl3
0	128	Map3k11
0	221	Fam89b
0	290	Sssca1
0	252	Ltbp3
0	245	Scyl1
0	72	Slc25a45
0	178	Dpf2
0	25	Pola2
0	123	Capn1
0	212	Syvn1
0	269	Mrpl49
0	692	Fau
0	265	Znhit2
0	279	Vps51
0	203	Zfpl1
0	436	Arl2
0	256	Ppp2r5b
0	197	Atg2a
0	278	Ehd1
0	259	Men1
0	94	Map4k2
0	315	Sf1
0	208	Pygm
0	199	Rasgrp2
0	416	Trmt112
0	219	Tex40
0	202	Kcnk4
0	313	Gpr137
0	222	Bad
0	122	Ppp1r14b
0	349	Fkbp2
0	123	Nudt22
0	186	Trpt1
0	350	Stip1
0	34	Macrod1
0	209	Naa40
0	132	Rcor2
0	116	Mark2
0	144	2700081O15Rik
0	183	Atl3
0	25	9830166K06Rik
0	375	Slc3a2
0	150	Snhg1
0	214	Wdr74
0	252	Stx5a
0	297	Nxf1
0	327	Tmem223
0	45	Taf6l
0	414	Polr2g
0	31	Zbtb3
0	158	Ttc9c
0	362	Hnrnpul2
0	312	Bscl2
0	370	Ubxn1
0	303	AI462493
0	27	5730408K05Rik
0	293	1810009A15Rik
0	163	Ints5
0	323	Ganab
0	330	B3gat3
0	25	Rom1
0	25	Eml3
0	214	Mta2
0	137	Tut1
0	353	Eef1g
0	233	Rab3il1
0	235	Fads3
0	220	Fads2
0	419	Fads1
0	140	Fen1
0	406	Tmem258
0	287	Sdhaf2
0	288	Cpsf7
0	33	Tmem216
0	130	Cyb561a3
0	118	Dak
0	403	Ddb1
0	149	Vps37c
0	320	Prpf19
0	286	Mrpl16
0	218	Stx3
0	138	Patl1
0	254	Osbp
0	141	Fam111a
0	25	Cntf
0	200	Lpxn
0	74	Gm5512_loc2
0	127	Cep78
0	226	E030024N20Rik
0	298	Vps13a
0	262	Rfk
0	161	Nmrk1
0	226	2410127L17Rik
0	199	D030056L22Rik
0	141	1500015L24Rik
0	215	1110059E24Rik
0	409	Abhd17b
0	389	Klf9
0	218	Smc5
0	82	Ptar1
0	30	Fam189a2
0	108	Fxn
0	244	Fam122a
0	179	Cbwd1
0	361	Smarca2
0	421	Vldlr
0	215	D19Bwg1357e
0	198	4430402I18Rik
0	319	Cdc37l1
0	143	Gm9895
0	141	Rcl1
0	191	Jak2
0	225	Plgrkt
0	148	C030046E11Rik
0	291	Ranbp6
0	213	Uhrf2
0	178	Ppp1r2-ps3
0	205	Prkg1
0	147	Gm6642
0	263	Cstf2t
0	144	8430431K14Rik
0	52	Asah2
0	53	2700046G09Rik
0	287	Minpp1
0	143	Papss2
0	336	Atad1
0	47	Rnls
0	25	Lipo1
0	219	Stambpl1
0	209	Fas
0	299	Rpp30
0	171	Pcgf5
0	221	Hectd2
0	340	Tnks2
0	278	Btaf1
0	305	March5
0	257	Exoc6
0	171	Fra10ac1
0	375	Lgi1
0	115	Noc3l
0	242	Tbc1d12
0	25	Hells
0	145	Aldh18a1
0	142	Tctn3
0	91	Ccnj
0	94	Zfp518a
0	316	Tm9sf3
0	73	Lcor
0	295	Slit1
0	208	Frat1
0	25	Frat2
0	213	Rrp12
0	215	Exosc1
0	213	Zdhhc16
0	156	Mms19
0	136	Ubtd1
0	245	Pi4k2a
0	185	Marveld1
0	242	Zfyve27
0	135	R3hcc1l
0	26	Pyroxd2
0	38	Hps1
0	325	Cnnm1
0	196	Slc25a28
0	36	BC037704
0	159	Entpd7
0	114	Cox15
0	123	Cutc
0	59	Dnmbp
0	271	Chuk
0	75	Cwf19l1
0	320	Bloc1s2
0	221	Scd3
0	266	Mir5114
0	158	Scd4
0	212	Hif1an
0	270	Fam178a
0	237	Sema4g
0	329	Mrpl43
0	186	Peo1
0	245	Lzts2
0	301	Sfxn3
0	302	Btrc
0	39	Poll
0	350	Dpcd
0	214	Fbxw4
0	46	Npm3
0	311	Mgea5
0	80	9130011E15Rik
0	87	Hps6
0	238	Ldb1
0	181	Pprc1
0	300	Nolc1
0	304	Gbf1
0	221	Fbxl15
0	305	Cuedc2
0	298	Actr1a
0	324	Trim8
0	248	Arl3
0	134	Sfxn2
0	208	Wbp1l
0	306	2010012O05Rik
0	129	As3mt
0	233	Cnnm2
0	197	Nt5c2
0	143	Taf5
0	217	Pdcd11
0	27	Calhm2
0	293	Neurl1a
0	136	Obfc1
0	337	Slk
0	453	Sfr1
0	293	Gsto1
0	148	Gsto2
0	221	Xpnpep1
0	361	Add3
0	263	Mxi1
0	305	Smc3
0	357	Pdcd4
0	352	Bbip1
0	290	Shoc2
0	155	Gpam
0	248	Acsl5
0	195	Zdhhc6
0	202	Vti1a
0	56	Casp7
0	136	Dclre1a
0	201	Nhlrc2
0	303	Adrb1
0	182	A630007B06Rik
0	126	B230217O12Rik
0	267	Fam160b1
0	247	Trub1
0	324	Atrnl1
0	56	Gfra1
0	240	4930506M07Rik
0	310	Pdzd8
0	107	Emx2os
0	83	Emx2
0	200	D19Ertd737e
0	190	Cacul1
0	226	Nanos1
0	362	Eif3a
0	252	Fam45a
0	197	Sfxn4
0	295	Prdx3
0	119	Grk5
0	98	Csf2ra
0	292	Fam171a1
0	400	Nmt2
0	147	Rpp38
0	226	Dclre1c
0	91	Suv39h2
0	259	Hspa14
0	223	Prpf18
0	161	Sephs1
0	304	Phyh
0	120	Mir466d
0	349	Cdc123
0	272	Nudt5
0	280	Sec61a2
0	295	Upf2
0	193	Usp6nl
0	185	Taf3
0	248	Kin
0	25	Sfmbt2
0	206	Gm13293
0	132	Pfkfb3
0	297	Rbm17
0	25	Il15ra
0	245	Fbxo18
0	154	Ankrd16
0	349	Fam188a
0	207	Pter
0	28	Trdmt1
0	299	Stam
0	274	Cacnb2
0	189	Gm13315
0	159	Nsun6
0	235	Arl5b
0	287	Plxdc2
0	208	Nebl
0	25	A930004D18Rik
0	157	Gm17762
0	280	Mllt10
0	269	Dnajc1
0	413	Commd3
0	227	Bmi1
0	309	Msrb2
0	87	Gm3230
0	193	Otud1
0	120	Gm13375
0	211	Thnsl1
0	145	Pdss1
0	265	Acbd5
0	316	Yme1l1
0	180	Cacna1b
0	84	Arrdc1
0	138	Zmynd19
0	236	Dph7
0	353	Mrpl41
0	202	Pnpla7
0	378	Nsmf
0	220	Nelfb
0	346	Rnf208
0	184	Tmem203
0	315	Ssna1
0	308	Anapc2
0	200	E130003G02Rik
0	229	Man1b1
0	207	Dpp7
0	158	Uap1l1
0	322	Entpd2
0	492	Abca2
0	268	BC029214
0	285	Fbxw5
0	120	Traf2
0	390	Edf1
0	33	Mamdc4
0	343	Phpt1
0	239	Gm996
0	339	Rabl6
0	321	Bmyc
0	290	Kcnt1
0	241	Ubac1
0	159	C330006A16Rik
0	202	Qsox2
0	251	Gpsm1
0	158	Snapc4
0	283	Sdccag3
0	280	Pmpca
0	118	Inpp5e
0	231	Sec16a
0	234	Fam69b
0	174	Snhg7
0	95	Surf6
0	230	Med22
0	257	Rpl7a
0	321	Surf1
0	253	Surf2
0	254	Surf4
0	236	Rexo4
0	123	Adamts13
0	255	Cacfd1
0	291	Slc2a6
0	170	Adamtsl2
0	154	Sardh
0	339	Brd3
0	207	Wdr5
0	199	Rxra
0	189	Ppp1r26
0	232	Mrps2
0	404	Ralgds
0	94	Gtf3c5
0	250	Tsc1
0	194	Gtf3c4
0	94	Ddx31
0	179	Ttf1
0	267	Setx
0	247	Med27
0	187	Rapgef1
0	151	Trub2
0	257	Coq4
0	334	Slc27a4
0	213	Urm1
0	154	Cercam
0	279	Odf2
0	223	Gle1
0	177	Wdr34
0	371	Set
0	395	Zer1
0	221	Tbc1d13
0	223	Endog
0	238	D2Wsu81e
0	62	Ccbl1
0	218	Lrrc8a
0	254	Phyhd1
0	162	Dolk
0	172	Nup188
0	357	Sh3glb2
0	299	Fam73b
0	164	Dolpp1
0	187	Crat
0	282	Ppp2r4
0	120	Ier5l
0	132	Cstad
0	256	Ntmt1
0	161	Asb6
0	247	Tor1b
0	202	Tor1a
0	282	BC005624
0	253	Usp20
0	148	D330023K18Rik
0	245	Gpr107
0	278	Ncs1
0	196	Fubp3
0	169	Exosc2
0	277	Abl1
0	269	Aif1l
0	185	Nup214
0	49	Fam78a
0	188	Ppapdc3
0	341	Prrc2b
0	115	Pomt1
0	198	Uck1
0	360	Swi5
0	329	Golga2
0	180	Ciz1
0	283	Ptges2
0	202	Slc25a25
0	317	Fam102a
0	269	Dpm2
0	136	Pip5kl1
0	212	St6galnac4
0	183	St6galnac6
0	326	Ak1
0	91	Fpgs
0	259	Cdk9
0	209	Sh2d3c
0	212	Tor2a
0	126	Ptrh1
0	203	Fam129b
0	193	Lrsam1
0	421	Rpl12
0	161	Slc2a8
0	47	Ralgps1
0	220	Zbtb43
0	25	Pbx3
0	214	Mapkap1
0	301	Gapvd1
0	414	Hspa5
0	299	Psmd5
0	194	Cep110
0	388	Rab14
0	162	Gm13446
0	273	Dab2ip
0	162	Ttll11
0	300	Rbm18
0	186	Mrrf
0	151	Ptgs1
0	261	Mir684-1_loc2
0	201	Pdcl
0	322	Rc3h2
0	89	Zbtb6
0	82	Zbtb26
0	279	Rabgap1
0	225	Gpr21
0	130	Crb2
0	201	Dennd1a
0	333	Lhx2
0	126	Nek6
0	361	Psmb7
0	99	Nr6a1
0	540	Rpl35
0	321	Arpc5l
0	212	Golga1
0	228	Ppp6c
0	191	Lrp1b
0	204	Arhgap15
0	242	Gm13476
0	251	Acvr2a
0	234	Orc4
0	230	Mbd5
0	234	Epc2
0	233	Mmadhc
0	312	Gm13498
0	262	Rif1
0	113	Stam2
0	274	Fmnl2
0	313	Prpf40a
0	202	Arl6ip6
0	223	Galnt13
0	177	Kcnj3
0	245	Acvr1
0	354	Tanc1
0	47	Wdsub1
0	254	March7
0	163	Tank
0	384	Psmd14
0	25	Ifih1
0	206	Gca
0	251	Kcnh7
0	320	Csrnp3
0	123	Galnt3
0	138	Ttc21b
0	121	Scn9a
0	299	B3galt1
0	209	Cers6
0	246	Bbs5
0	378	Ppig
0	149	Ccdc173
0	260	Phospho2
0	317	Klhl23
0	436	Ssb
0	133	Mettl5
0	367	Ubr3
0	313	Gorasp2
0	173	Mettl8
0	264	Dcaf17
0	505	Dync1i2
0	229	Hat1
0	198	Metap1d
0	279	Itga6
0	250	Pdk1
0	390	Rapgef4
0	245	Zak
0	154	Cdca7
0	251	Sp3
0	266	1700011J10Rik
0	318	Cir1
0	239	Scrn3
0	101	Gm13704
0	343	Atf2
0	349	Lnp
0	308	Mtx2
0	444	Hnrnpa3
0	207	Gm6793
0	252	Agps
0	111	Ttc30a1
0	108	Pde11a
0	201	Rbm45
0	325	Osbpl6
0	213	Prkra
0	241	Plekha3
0	143	Cwc22
0	295	Ube2e3
0	246	Itga4
0	264	Ssfa2
0	49	Prdx6b
0	315	Dnajc10
0	198	Dusp19
0	197	Nup35
0	429	Zc3h15
0	362	Itgav
0	346	Fam171b
0	128	Ctnnd1
0	336	2700094K13Rik
0	269	Med19
0	191	Zdhhc5
0	106	Clp1
0	87	Ube2l6
0	317	Timm10
0	312	Ssrp1
0	205	Tnks1bp1
0	93	Nup160
0	275	Fnbp4
0	469	Mtch2
0	237	Kbtbd4
0	196	Ptpmt1
0	403	Psmc3
0	147	Slc39a13
0	292	Acp2
0	25	Ddb2
0	26	A330069E16Rik
0	164	Pacsin3
0	229	Arfgap2
0	306	1110051M20Rik
0	233	Lrp4
0	354	Ckap5
0	25	Zfp408
0	299	Arhgap1
0	262	Atg13
0	217	Harbi1
0	221	Ambra1
0	211	Chrm4
0	192	Mdk
0	25	Creb3l1
0	225	Phf21a
0	195	Pex16
0	120	Slc35c1
0	189	Ext2
0	115	Alkbh3
0	189	Ttc17
0	25	2810002D19Rik
0	277	Api5
0	249	B230118H07Rik
0	134	Traf6
0	372	Commd9
0	268	Pdhx
0	191	Apip
0	180	Abtb2
0	175	Nat10
0	351	Caprin1
0	268	Fbxo3
0	299	Cstf3
0	99	Tcp11l1
0	89	Qser1
0	432	Eif3m
0	78	Elp4
0	317	Immp1l
0	231	Arl14ep
0	288	Kcna4
0	25	Mettl15
0	284	Lin7c
0	252	Lgr4
0	378	Ccdc34
0	285	Lpcat4
0	287	Slc12a6
0	138	Katnbl1
0	464	Emc7
0	166	Chrm5
0	94	Aven
0	177	Fmn1
0	155	Aqr
0	233	Zfp770
0	127	Dph6
0	141	BC052040
0	73	D330050G23Rik
0	335	Spred1
0	284	Fam98b
0	204	Eif2ak4
0	528	Srp14
0	218	Pak6
0	311	5430417L22Rik
0	25	A430105I19Rik
0	226	Ivd
0	265	Bahd1
0	342	Ccdc32
0	141	Rpusd2
0	247	Rmdn3
0	115	Dnajc17
0	182	Zfyve19
0	92	Rhov
0	242	Vps18
0	187	Dll4
0	143	Chac1
0	196	Ino80
0	341	Chp1
0	243	1700020I14Rik
0	228	Ndufaf1
0	322	Rtf1
0	186	Rpap1
0	446	Tyro3
0	321	Mga
0	305	Mapkbp1
0	39	Jmjd7
0	129	Pla2g4b
0	296	Vps39
0	262	Tmem87a
0	121	Ganc
0	255	Zfp106
0	311	Snap23
0	345	Lrrc57
0	176	Haus2
0	46	Cdan1
0	307	Ubr1
0	249	Tmem62
0	328	Ccndbp1
0	42	Lcmt2
0	154	Adal
0	25	Zscan29
0	113	Tubgcp4
0	291	Trp53bp1
0	237	Ppip5k1
0	118	Catsper2
0	422	Pdia3
0	517	Serf2
0	377	Hypk
0	227	Mfap1b
0	219	Mfap1a
0	32	Wdr76
0	318	Casc4
0	211	Ctdspl2
0	243	Eif3j2
0	171	Spg11
0	225	Sord
0	26	Bambi-ps1
0	205	Bloc1s6
0	234	Sqrdl
0	329	Slc24a5
0	272	Dut
0	228	Fbn1
0	25	Cep152
0	353	Cops2
0	230	Galk2
0	264	Dtwd1
0	146	Gabpb1
0	252	Usp8
0	266	Trpm7
0	256	Sppl2a
0	156	Ap4e1
0	308	Blvra
0	45	1810024B03Rik
0	273	Snrnp200
0	231	Ciao1
0	290	Tmem127
0	294	Stard7
0	195	Fahd2a
0	27	Zfp661
0	232	Mrps5
0	212	Nphp1
0	349	1500011K16Rik
0	59	Bcl2l11
0	266	Anapc1
0	177	Mertk
0	247	Tmem87b
0	174	Zc3h8
0	220	Zc3h6
0	355	Ttl
0	112	Polr1b
0	180	Chchd5
0	375	Slc20a1
0	91	4932416H05Rik
0	147	Stk35
0	297	Snrpb
0	385	Nop56
0	109	Ebf4
0	35	Cpxm1
0	162	Pced1a
0	279	Vps16
0	402	Ptpra
0	250	Mrps26
0	184	Ubox5
0	27	Fastkd5
0	328	Ddrgk1
0	324	Itpa
0	356	4930402H24Rik
0	26	A730017L22Rik
0	340	Atrn
0	258	Hspa12b
0	233	Cenpb
0	267	Cdc25b
0	207	Ap5s1
0	79	Mavs
0	262	Pank2
0	190	Rnf24
0	224	Smox
0	150	Adra1d
0	234	Tmem230
0	361	Pcna
0	25	1110034G24Rik
0	294	Trmt6
0	106	Mcm8
0	305	Crls1
0	338	Mkks
0	150	Slx4ip
0	246	Btbd3
0	139	Ism1
0	250	Esf1
0	280	Ndufaf5
0	208	Macrod2
0	104	Kif16b
0	355	Snrpb2
0	213	C630020P19Rik
0	123	Gm12360
0	608	Dstn
0	45	Mgme1
0	205	Csrp2bp
0	45	Zfp133-ps
0	180	Polr3f
0	174	Rbbp9
0	314	Sec23b
0	443	Gm561
0	316	Dtd1
0	230	Rin2
0	390	Naa20
0	243	Crnkl1
0	180	Insm1
0	233	Ralgapa2
0	124	Plk1s1
0	330	Xrn2
0	94	Nkx2-2
0	128	Nkx2-2os
0	191	Sstr4
0	161	Nxt1
0	252	Gzf1
0	302	Syndig1
0	214	Zfp120
0	154	Zfp937
0	25	3300002I08Rik
0	255	Apmap
0	303	Entpd6
0	307	Pygb
0	129	Ninl
0	298	Nanp
0	327	Nsfl1c
0	137	Tmem74b
0	252	Psmf1
0	25	Fam110a
0	298	Srxn1
0	427	Csnk2a1
0	160	Tbc1d20
0	211	Rbck1
0	135	Zcchc3
0	268	H13
0	270	Mcts2
0	226	Bcl2l1
0	156	Tpx2
0	244	Pdrg1
0	198	Ccm2l
0	269	Tm9sf4
0	118	Pofut1
0	243	Kif3b
0	54	2500004C02Rik
0	313	Asxl1
0	194	Commd7
0	443	Mapre1
0	163	Snta1
0	234	Cbfa2t2
0	65	E2f1
0	166	Pxmp4
0	142	Zfp341
0	354	Chmp4b
0	27	Raly
0	425	Eif2s2
0	167	Ahcy
0	251	Itch
0	372	Trp53inp2
0	263	Ncoa6
0	295	Ggt7
0	346	Acss2
0	32	Myh7b
0	269	Trpc4ap
0	144	Edem2
0	229	Mmp24
0	292	BC029722
0	244	Eif6
0	136	Cep250
0	363	Ergic3
0	233	Cpne1
0	99	Rbm12
0	253	Nfs1
0	418	Rbm39
0	349	Phf20
0	248	Scand1
0	126	Cnbd2
0	245	Aar2
0	137	Gm14169
0	152	5430405H02Rik
0	332	1110008F13Rik
0	376	Rpn2
0	305	Manbal
0	341	Src
0	253	Ctnnbl1
0	209	Rprd1b
0	65	D630003M21Rik
0	25	9430008C03Rik
0	304	Ralgapb
0	51	Actr5
0	161	Fam83d
0	188	Dhx35
0	387	Top1
0	126	Plcg1
0	26	Zhx3
0	380	Chd6
0	175	9430021M05Rik
0	315	Srsf6
0	217	Ift52
0	97	Tox2
0	188	Oser1
0	303	Gdap1l1
0	81	Fitm2
0	257	Ttpal
0	537	Serinc3
0	272	Pkig
0	278	Tomm34
0	219	Stk4
0	85	Kcns1
0	269	Sys1
0	209	Pigt
0	228	Dnttip1
0	299	Snx21
0	90	Acot8
0	112	Zswim3
0	215	Zswim1
0	59	Neurl2
0	407	Ctsa
0	199	Pcif1
0	238	Slc35c2
0	37	Zfp334
0	209	2810408M09Rik
0	219	Eya2
0	340	Zmynd8
0	226	Ncoa3
0	52	Trp53rk
0	267	Arfgef2
0	261	Cse1l
0	216	Stau1
0	191	Ddx27
0	174	Znfx1
0	331	1500012F01Rik
0	169	Slc9a8
0	278	Spata2
0	220	Rnf114
0	235	Cebpb
0	302	Ptpn1
0	320	Dpm1
0	34	Mocs3
0	74	Nfatc2
0	383	Atp9a
0	316	Pfdn4
0	207	Fam210b
0	25	Aurka
0	205	Cstf1
0	305	Rtfdc1
0	325	Rae1
0	25	Ppp4r1l-ps
0	199	Rab22a
0	290	Vapb
0	267	Stx16
0	108	Npepl1
0	263	Nelfcd
0	300	Slmo2
0	232	Zfp831
0	249	Gm14440_loc1
0	95	Gm14434_loc4
0	199	Gm14440_loc2
0	92	Gm14391_loc1
0	309	Gm6710_loc2
0	190	Gm14403
0	286	Gm14322
0	257	Gm14325
0	84	Etohi1
0	314	Phactr3
0	31	Sycp2
0	94	Ppp1r3d
0	306	Fam217b
0	223	Cdh4
0	113	Taf4a
0	29	4921531C22Rik
0	271	Lsm14b
0	402	Psma7
0	260	Ss18l1
0	91	Mtg2
0	234	Osbpl2
0	298	Adrm1
0	488	Rps21
0	127	Ntsr1
0	28	Mrgbp
0	234	Ogfr
0	164	Dido1
0	240	Gid8
0	312	Arfgap1
0	25	Col20a1
0	364	Ppdpf
0	131	Gmeb2
0	70	Rtel1
0	222	Arfrp1
0	138	Zgpat
0	256	Lime1
0	191	Slc2a4rg-ps
0	318	Tpd52l2
0	161	Uckl1
0	254	Znf512b
0	300	Prpf6
0	246	Tcea2
0	246	Oprl1
0	146	Myt1
0	290	Pcmtd2
0	311	Polr3k
0	244	Zfhx4
0	311	Pex2
0	301	Pkia
0	298	Zc2hc1a
0	258	Mrps28
0	353	Tpd52
0	77	Zbtb10
0	141	Gm9833
0	278	Impa1
0	162	Zfand1
0	240	Lrrcc1
0	48	E2f5
0	341	1810022K09Rik
0	286	Ythdf3
0	188	2610100L16Rik
0	124	Mir124a-2
0	304	Armc1
0	59	Mtfr1
0	190	Pde7a
0	204	4632415L05Rik
0	120	Hps3
0	207	Hltf
0	270	Gyg
0	303	Tbl1xr1
0	462	Nceh1
0	197	Tnfsf10
0	220	Fndc3b
0	165	Pld1
0	381	Tnik
0	290	Eif5a2
0	376	Rpl22l1
0	220	Egfem1
0	114	Mynn
0	635	Sec62
0	250	Phc3
0	283	Prkci
0	368	Skil
0	172	4930429B21Rik
0	311	Pik3ca
0	237	Zfp639
0	217	Mfn1
0	109	Actl6a
0	231	Mrpl47
0	224	Usp13
0	444	Ttc14
0	391	Fxr1
0	364	Dnajc19
0	195	Mir1897
0	311	Atp11b
0	296	Dcun1d1
0	26	Mccc1
0	292	Acad9
0	211	D3Ertd254e
0	257	Exosc9
0	205	Bbs7
0	439	4932438A13Rik
0	36	Bbs12
0	25	Nudt6
0	164	Spata5
0	238	Fat4
0	142	Intu
0	313	Hspa4l
0	173	Plk4
0	234	Mfsd8
0	189	Gm2011
0	105	3110057O12Rik
0	255	Larp1b
0	244	Pgrmc2
0	212	Phf17
0	195	Sclt1
0	170	D3Ertd751e
0	25	2610316D01Rik
0	353	Slc7a11
0	284	Ccrn4l
0	59	Elf2
0	391	Naa15
0	258	Rab33b
0	25	5031434O11Rik
0	197	Foxo1
0	181	Cog6
0	327	Lhfp
0	231	Proser1
0	275	Ufm1
0	96	Supt20
0	152	Exosc8
0	248	Alg5
0	127	Smad9
0	252	Rfxap
0	284	Spg20
0	204	Commd2
0	292	Tsc22d2
0	203	Serp1
0	270	Eif2a
0	371	Selt
0	25	Fam194a
0	197	Gm8234
0	74	Siah2
0	239	Med12l
0	51	F630111L10Rik
0	156	Igsf10
0	326	Mbnl1
0	293	Rap2b
0	297	Arhgef26
0	356	Dhx36
0	54	Plch1
0	210	E130311K13Rik
0	263	Gmps
0	327	Ssr3
0	255	Tiparp
0	220	Lekr1
0	292	Rsrc1
0	239	Gfm1
0	279	Mfsd1
0	206	1110032F04Rik
0	232	Smc4
0	290	Ppm1l
0	244	Nmd3
0	267	Gm20754
0	442	Pdcd10
0	202	Fnip2
0	303	Ppid
0	179	Etfdh
0	25	4930579G24Rik
0	67	Tmem144
0	192	Fam198b
0	96	Pdgfc
0	376	Ctso
0	275	Plrg1
0	161	D930015E06Rik
0	169	Gm6525
0	25	Fhdc1
0	35	Dear1
0	207	Pet112
0	251	Sh3d19
0	645	Rps3a1
0	249	Lrba
0	204	Etv3
0	257	Arhgef11
0	161	Lrrc71
0	202	Prcc
0	327	Hdgf
0	317	Mrpl24
0	187	Rrnad1
0	111	Isg20l2
0	219	Gpatch4
0	284	Apoa1bp
0	131	Mef2d
0	25	1700113A16Rik
0	26	Tsacc
0	386	Cct3
0	267	0610031J06Rik
0	236	Smg5
0	199	Paqr6
0	25	Pmf1
0	285	Slc25a44
0	199	Lmna
0	35	Mex3a
0	341	Lamtor2
0	287	Ubqln4
0	333	Ssr2
0	396	Arhgef2
0	184	2810403A07Rik
0	275	Rit1
0	247	5830417I10Rik
0	249	Gon4l
0	190	Msto1
0	279	Dap3
0	376	Ash1l
0	208	Clk2
0	306	Scamp3
0	269	Fam189b
0	291	Gba
0	283	Mtx1
0	368	Krtcap2
0	281	Dpm3
0	299	Slc50a1
0	231	Adam15
0	233	Gm15417
0	29	Lenep
0	206	Flad1
0	88	Shc1
0	193	Pygo2
0	343	Pmvk
0	99	Kcnn3
0	305	Adar
0	204	Chrnb2
0	315	Ube2q1
0	235	She
0	328	Hax1
0	298	Ubap2l
0	240	4933434E20Rik
0	345	Tpm3
0	153	Rps27
0	62	Rab13
0	272	Jtb
0	282	Slc39a1
0	151	Crtc2
0	216	Dennd4b
0	209	Gatad2b
0	25	Slc27a3
0	225	Ints3
0	370	Ilf2
0	220	Snapin
0	303	Chtop
0	175	Lor
0	94	Tchh
0	265	Them4
0	181	Tdrkh
0	279	Mrpl9
0	234	Celf3
0	88	Tuft1
0	235	Pogz
0	233	Selenbp1
0	171	Rfx5
0	183	Pi4kb
0	64	Zfp687
0	345	Psmd4
0	248	Pip5k1a
0	177	Vps72
0	220	Scnm1
0	245	Lysmd1
0	249	Sema6c
0	138	Gabpb2
0	190	Cdc42se1
0	314	Fam63a
0	188	Setdb1
0	128	Arnt
0	165	Golph3l
0	283	Mcl1
0	37	Ecm1
0	164	Tars2
0	231	Rprd2
0	161	Prpf3
0	42	C920021L13Rik
0	153	Gm129
0	198	Aph1a
0	306	Anp32e
0	243	Plekho1
0	233	Vps45
0	319	Otud7b
0	162	Mtmr11
0	229	Sf3b4
0	229	Bola1
0	126	Hist2h2ac
0	356	Hist2h2aa1_loc1
0	78	Hist2h3c1
0	25	Hist2h2bb
0	176	Polr3gl
0	247	Ankrd34a
0	137	Lix1l
0	25	6330549D23Rik
0	365	Rbm8a
0	267	Pex11b
0	57	Itga10
0	157	Ankrd35
0	159	Pias3
0	245	Nudt17
0	85	Polr3c
0	293	Rnf115
0	33	Pdzk1
0	202	Gpr89
0	178	Acp6
0	78	Chd1l
0	263	Prkab2
0	294	Pde4dip
0	299	Sec22b
0	223	Notch2
0	249	Zfp697
0	181	Wars2
0	205	Wdr3
0	211	Gdap2
0	92	Trim45
0	130	Slc22a15
0	171	A230001M10Rik
0	184	Sike1
0	420	Csde1
0	333	Nras
0	322	Bcas2
0	279	Trim33
0	25	Atg4a
0	25	Dclre1b
0	184	Ap4b1
0	201	Rsbn1
0	25	A130049A11Rik
0	246	Phtf1
0	76	Mov10
0	232	St7l
0	25	Cttnbp2nl
0	92	Ddx20
0	336	Fam212b
0	230	Wdr77
0	109	Ovgp1
0	330	Cept1
0	361	Dram2
0	289	Lrif1
0	388	Lamtor5
0	56	Rbm15
0	403	Ahcyl1
0	203	Csf1
0	206	4933431E20Rik
0	114	Gstm6
0	28	Gstm4
0	248	Ampd2
0	176	Gpr61
0	254	Amigo1
0	148	Cyb561d1
0	82	Atxn7l2
0	388	Psma5
0	40	Gm12522
0	187	Psrc1
0	440	Sars
0	249	5330417C22Rik
0	265	Tmem167b
0	383	Taf13
0	337	Wdr47
0	195	Clcc1
0	46	Gpsm2
0	250	Prpf38b
0	196	Slc25a24
0	145	Vav3
0	190	Amy1
0	174	Rnpc3
0	220	A930005H10Rik
0	173	Dph5
0	37	Slc30a7
0	440	Extl2
0	182	Dbt
0	219	Trmt13
0	115	Sass6
0	355	Hiat1
0	66	Slc35a3
