	target	non_zero
7747	Dars2	527
7748	Pcgf2	527
7749	Csgalnact1	527
7750	Tmem206	527
7751	Serpinh1	527
7752	Xk	526
7753	Cgrrf1	526
7754	Hbegf	526
7755	2700050L05Rik	526
7756	Crtc1	526
7757	Ercc5	526
7758	Ndor1	526
7759	Atg4d	525
7760	Zfp36l2	525
7761	AI504432	525
7762	Evi2a	525
7763	Gys1	525
7764	2010320M18Rik	525
7765	Zfp397	524
7766	Asic1	524
7767	Rgs10	524
7768	Golph3l	524
7769	Rasl10b	523
7770	Stk11ip	523
7771	Wrap53	523
7772	Myrf	523
7773	Vamp1	523
7774	Cenpv	523
7775	Rnf144a	523
7776	Aqp4	523
7777	Ifitm3	523
7778	Ttc9c	523
7779	Itfg3	523
7780	Fras1	522
7781	Man1c1	522
7782	Ninj1	522
7783	Stk40	522
7784	Nol9	522
7785	Snrpa	522
7786	Gtf3c4	521
7787	Zfp74	521
7788	Prr14	521
7789	Abcc1	521
7790	2610002J02Rik	521
7791	Katnbl1	520
7792	Dennd4b	520
7793	Gemin7	520
7794	Usp3	520
7795	Sco2	520
7796	Calcoco1	520
7797	Poc5	520
7798	Hibch	520
7799	Ppp1r14c	519
7800	Zbtb14	519
7801	Pla2g15	519
7802	Atl3	519
7803	Sfi1	519
7804	Pnp	519
7805	Gpatch2	518
7806	Baalc	518
7807	Ssfa2	518
7808	Acad11	518
7809	Thsd4	518
7810	Ptpn9	518
7811	Fntb	518
7812	Zfyve26	518
7813	Stk32c	518
7814	Pqlc1	518
7815	Nelfe	517
7816	Hcfc2	517
7817	Edc3	517
7818	Spice1	517
7819	Pter	517
7820	Phlda3	517
7821	E130311K13Rik	517
7822	Pofut1	517
7823	Mest	516
7824	Slc7a6	516
7825	Xrcc3	516
7826	Adck2	516
7827	Fam149b	516
7828	Tmem2	516
7829	Ankrd50	516
7830	Rqcd1	516
7831	Ephb2	516
7832	Cnot11	515
7833	Htr1a	515
7834	A630007B06Rik	515
7835	Npr2	515
7836	Exosc2	515
7837	Rnf219	515
7838	Afap1	514
7839	Vim	514
7840	Pign	514
7841	G6pdx	514
7842	Ccdc126	514
7843	Naa16	514
7844	Atxn1l	514
7845	Mcat	514
7846	Nyap1	514
7847	B4galt4	514
7848	Eef2k	514
7849	Chst12	514
7850	Abcb10	513
7851	Igfbp7	513
7852	Prkcq	513
7853	Fkbp9	513
7854	Nudcd1	513
7855	Usp13	513
7856	Fbxw4	513
7857	2010107G23Rik	513
7858	Sh3d19	512
7859	Farp1	512
7860	Itga6	512
7861	St3gal4	512
7862	Rnaseh2b	512
7863	Cc2d1a	512
7864	Lats2	512
7865	Sdccag8	512
7866	Kcnf1	511
7867	Msl3l2	511
7868	Mbtps2	511
7869	Tbc1d16	511
7870	Ctc1	510
7871	Alg3	510
7872	Bloc1s4	510
7873	Zfp9	510
7874	Pex7	510
7875	Hivep1	510
7876	Prr12	510
7877	Fam13b	510
7878	Dok4	510
7879	Atic	510
7880	Dolpp1	509
7881	Rnd1	509
7882	Top1mt	509
7883	Malsu1	509
7884	Elk1	509
7885	Tasp1	509
7886	Smad3	509
7887	Zbtb41	508
7888	Clmp	508
7889	Ifngr1	508
7890	St6galnac3	508
7891	Prrc1	508
7892	Galt	508
7893	Strn	508
7894	Rbm15b	508
7895	Ltbp4	507
7896	Trim23	507
7897	Tmem209	507
7898	Csnk2b	507
7899	Itgb3bp	507
7900	Ints12	507
7901	Atpaf2	507
7902	Gpr137b-ps	507
7903	1810041L15Rik	506
7904	Wdtc1	506
7905	Frmd4b	506
7906	Acadl	506
7907	Atrip	506
7908	Miip	506
7909	Zfp956	506
7910	Nup107	506
7911	Ccdc97	506
7912	Dhx16	506
7913	Tor2a	506
7914	Msrb1	505
7915	Supt7l	505
7916	Idh2	505
7917	Tbkbp1	505
7918	Rps6kb2	505
7919	Gm14057	505
7920	Efna5	505
7921	Rgcc	505
7922	Ganc	505
7923	Thop1	505
7924	AI854517	504
7925	Nup210	504
7926	St6gal1	504
7927	Metrn	504
7928	Polr1a	504
7929	Dmap1	503
7930	Ppcdc	503
7931	Tmem185b	503
7932	Fam13a	503
7933	Otud1	503
7934	Rnf166	503
7935	Tmem110	503
7936	Runx2	503
7937	Gin1	503
7938	Fam20c	503
7939	Slc27a1	502
7940	Prmt3	502
7941	Nfkbib	502
7942	Nufip1	502
7943	Lgr4	502
7944	Lrrk2	502
7945	Zfp444	502
7946	Nup205	502
7947	4933439C10Rik	502
7948	Mfsd2a	501
7949	Iffo2	501
7950	Gxylt1	501
7951	Pou3f2	501
7952	Fcgrt	501
7953	Eed	501
7954	Ocel1	501
7955	Il18	501
7956	Gcat	500
7957	Scyl3	500
7958	Gorab	500
7959	Npr3	500
7960	Eid2b	500
7961	Ptprm	500
7962	Gfra2	500
7963	Kif13a	500
7964	Sertad1	500
7965	Htr5b	500
7966	Rabl2	500
7967	Haus7	500
7968	Gnpda1	499
7969	Zyx	499
7970	Dhx38	499
7971	Zdbf2	499
7972	Wdr20a	499
7973	Scfd2	499
7974	4922501C03Rik	499
7975	Srsf12	499
7976	Itgb4	499
7977	Grp	499
7978	Gltpd1	499
7979	Cdc25b	499
7980	Pdk2	498
7981	Tbp	498
7982	Aaas	498
7983	Lrrc16b	498
7984	5330426P16Rik	498
7985	Nanos1	498
7986	Apoo	498
7987	Ypel1	498
7988	Ndst4	498
7989	Asphd1	497
7990	Tbrg4	497
7991	Whamm	497
7992	Recql	497
7993	Tada2b	497
7994	Stx3	497
7995	Tmem98	497
7996	Ccdc148	497
7997	Mknk1	496
7998	Siah2	496
7999	Frs2	496
8000	Actl6a	496
8001	Gpr26	496
8002	Tmem198	496
8003	Srfbp1	495
8004	Cryz	495
8005	Ttll5	495
8006	Cdpf1	495
8007	Mlycd	495
8008	Utp18	495
8009	Tax1bp3	495
8010	Vwa9	495
8011	Gpr12	495
8012	Lsm11	495
8013	Zkscan8	495
8014	Coil	495
8015	Stxbp6	495
8016	Dis3l	494
8017	Pls1	494
8018	Samd4	494
8019	Adck4	494
8020	Zc3h8	494
8021	Nr3c2	493
8022	Gorasp1	493
8023	Tyw1	493
8024	Garnl3	493
8025	Ip6k2	493
8026	Sgsm1	492
8027	Olfm2	492
8028	Bach2	492
8029	Sox12	492
8030	Angptl6	492
8031	Gca	492
8032	Diexf	492
8033	Slc35g2	492
8034	Tmem91	492
8035	Prmt10	492
8036	Rce1	492
8037	Scaf4	492
8038	Acbd4	492
8039	Cygb	492
8040	Sft2d2	492
8041	Zfp799	492
8042	Nhsl1	491
8043	Man2a1	491
8044	Gdpd5	491
8045	Micu2	491
8046	Asun	490
8047	Zfp30	490
8048	Usp12	490
8049	E4f1	490
8050	Thpo	490
8051	Mier2	490
8052	Mgat4c	490
8053	Nrf1	489
8054	Ppfibp2	489
8055	9330151L19Rik	489
8056	Ctns	489
8057	Syne2	489
8058	1190007I07Rik	489
8059	Rab34	489
8060	Mapk11	489
8061	Irf3	489
8062	Gadd45gip1	489
8063	Trmu	489
8064	Snx21	489
8065	Stk3	488
8066	Zbtb33	488
8067	Nudt13	488
8068	Pacsin2	488
8069	Morf4l1	488
8070	Sema4d	488
8071	Prkd3	488
8072	Dcbld2	488
8073	Unc119	488
8074	Haus3	488
8075	Col11a1	488
8076	Fkbp5	488
8077	Trhde	487
8078	Lsm10	487
8079	Creld2	487
8080	Slit2	487
8081	Grwd1	487
8082	Pkn1	487
8083	Pdik1l	487
8084	Rbm14	487
8085	Kctd5	487
8086	Mlst8	487
8087	Prmt1	486
8088	Fam107a	486
8089	Erlin1	486
8090	Tmsb15b2	486
8091	Map3k10	486
8092	Fgf14	486
8093	Zfp37	486
8094	Tbc1d22a	486
8095	Med12	485
8096	Snrpc	485
8097	Myo10	485
8098	Frmd6	485
8099	Wbp1	485
8100	Stmn1-rs1	485
8101	Pds5a	485
8102	Zfp790	485
8103	Ccdc177	485
8104	Cnppd1	485
8105	Doc2b	484
8106	Slc39a12	484
8107	Snx7	484
8108	Amotl2	484
8109	Adra2c	484
8110	Tox3	484
8111	Itpr2	484
8112	Nipal4	484
8113	Lsm2	484
8114	Tmem107	484
8115	Vgll4	483
8116	Ppapdc3	483
8117	Fam135b	483
8118	Zfp831	483
8119	Syngr2	483
8120	1700047M11Rik	483
8121	Rft1	483
8122	Pcsk7	483
8123	Pdzrn3	482
8124	Zdhhc7	482
8125	4930414L22Rik	482
8126	Mmab	482
8127	Pgam2	482
8128	Gfer	482
8129	Arhgef1	481
8130	Traf3	481
8131	AF357359	481
8132	Fam43b	481
8133	Taf1a	481
8134	Atpaf1	480
8135	Gpr62	480
8136	Megf10	480
8137	Cdyl2	480
8138	Tmem120a	480
8139	Vps72	480
8140	Gfod2	479
8141	Slc45a4	479
8142	Cdk2ap2	479
8143	Arhgef40	479
8144	Slit3	479
8145	0610030E20Rik	479
8146	Gemin5	479
8147	Pak6	478
8148	Sdc4	478
8149	Pcnt	478
8150	Mlip	478
8151	Enox2	478
8152	Tbc1d12	477
8153	Gtf2e1	477
8154	Edem1	477
8155	Klhl4	477
8156	Meis3	477
8157	Eme2	477
8158	Zfp874b	477
8159	C330018D20Rik	477
8160	Arl5b	476
8161	A330102I10Rik	476
8162	Panx1	476
8163	Flot2	476
8164	Serac1	476
8165	Prom1	475
8166	Syn3	475
8167	Gm14322	475
8168	Ankrd16	475
8169	Kif13b	475
8170	St3gal3	475
8171	Nsun4	475
8172	Zadh2	475
8173	Rassf3	475
8174	Smcr8	475
8175	Esam	475
8176	Pcdh11x	475
8177	Mon1b	474
8178	Zfp629	474
8179	Socs2	474
8180	Efna2	474
8181	Patl1	474
8182	Arl4c	474
8183	Depdc5	474
8184	C130071C03Rik	474
8185	F3	474
8186	Dcn	474
8187	Mcur1	474
8188	Heatr1	474
8189	Gabpb2	474
8190	Sstr3	474
8191	Rpap2	473
8192	Rbm45	473
8193	Gm20754	473
8194	Ccdc23	473
8195	Tmtc4	473
8196	A830082N09Rik	473
8197	Lekr1	473
8198	Fbxl4	472
8199	Cln3	472
8200	6330419J24Rik	472
8201	Pole3	472
8202	Gm8234	472
8203	Tspan12	472
8204	Ptprb	472
8205	Pecr	472
8206	Tbc1d30	472
8207	Foxn2	472
8208	Atf5	471
8209	Umps	471
8210	Selo	471
8211	Il6st	470
8212	Bcl10	470
8213	Rela	470
8214	Eepd1	470
8215	Tril	470
8216	Rcl1	470
8217	Ormdl1	470
8218	Rnmtl1	469
8219	Zw10	469
8220	Pus3	469
8221	Rwdd3	469
8222	Cdr2l	469
8223	Vac14	469
8224	Aen	469
8225	Morn2	469
8226	Mina	469
8227	Sh3pxd2a	468
8228	Zfp407	468
8229	Prrt3	468
8230	Dzip1l	468
8231	Trmt12	468
8232	Fgf9	468
8233	Rell2	468
8234	Hscb	468
8235	Padi2	467
8236	Scd3	467
8237	Cflar	467
8238	Khdrbs2	467
8239	Tmem203	467
8240	Fam132a	467
8241	Cdk5rap1	467
8242	Eftud1	466
8243	Serpinb1a	466
8244	Lingo3	466
8245	Zxdc	466
8246	Trim39	466
8247	Dck	466
8248	Wdr92	466
8249	Prim2	466
8250	Ezr	466
8251	Rpa2	466
8252	4930526I15Rik	466
8253	Fam217b	466
8254	Fam120aos	466
8255	Pelo	466
8256	Dnajc12	465
8257	Vwa1	465
8258	Rfwd3	465
8259	0610040B10Rik	465
8260	Tdrkh	465
8261	Msantd2	465
8262	Tmem17	465
8263	Arhgap17	465
8264	Per2	465
8265	Mypop	465
8266	Rab30	465
8267	Fuk	464
8268	Fam199x	464
8269	Mir684-1_loc9	464
8270	Parvb	464
8271	Zfp335	463
8272	Rbms3	463
8273	Fam207a	463
8274	Trim36	463
8275	Soat1	463
8276	Ttc26	463
8277	Lpp	463
8278	Dennd1b	463
8279	Mthfd1l	463
8280	Zfp511	463
8281	AI846148	463
8282	Dusp28	462
8283	Smn1	462
8284	Zfp738	462
8285	Chrnb2	462
8286	Sall1	462
8287	Git2	462
8288	Zswim7	461
8289	Wdr81	461
8290	Ppt2	461
8291	Pbxip1	461
8292	Strip2	461
8293	5330417C22Rik	461
8294	Slc25a36	461
8295	Xrcc5	461
8296	Chadl	461
8297	Olfml1	461
8298	Zfp142	460
8299	Snapc2	460
8300	Eif2ak3	460
8301	Zdhhc24	460
8302	Maf	460
8303	Smyd4	460
8304	Mesdc1	459
8305	Zswim1	459
8306	B3galt6	459
8307	Zfp282	459
8308	Abca8b	459
8309	Senp1	459
8310	Papolg	459
8311	D3Ertd751e	459
8312	Pomt2	459
8313	Telo2	458
8314	Noa1	458
8315	2810408M09Rik	458
8316	Dpysl5	458
8317	Fkbp15	458
8318	Ankrd63	458
8319	Doc2a	458
8320	Qsox1	458
8321	Rbm11	458
8322	Tmem168	458
8323	Tmem186	458
8324	Lin54	457
8325	Fam19a2	457
8326	Mllt1	457
8327	Adamts20	457
8328	Zfyve21	457
8329	Zscan21	457
8330	Ap4b1	457
8331	Cd24a	457
8332	Galc	457
8333	Sh3rf3	457
8334	Map3k5	457
8335	Sap30l	456
8336	Id1	456
8337	Rrp12	456
8338	Stard4	456
8339	Lrch2	456
8340	B930041F14Rik	456
8341	Rassf2	456
8342	Pla2g12a	456
8343	Cacna1b	456
8344	Rnf169	456
8345	Rprm	456
8346	Kcnj6	456
8347	Exosc6	455
8348	Sclt1	455
8349	Cntn3	455
8350	Gabpa	455
8351	Txndc11	455
8352	Wash	455
8353	Prrg1	455
8354	March4	455
8355	Toe1	454
8356	Krba1	454
8357	2610306M01Rik	454
8358	Sec14l2	454
8359	Fut11	454
8360	Zfp87	454
8361	Gm3086	453
8362	Katna1	453
8363	Gramd3	453
8364	Aatf	453
8365	Otud7a	453
8366	Necab2	453
8367	Igf1	453
8368	Hexdc	452
8369	Abcd4	452
8370	Xrcc1	452
8371	Rhno1	452
8372	Gtf3a	452
8373	Cmtm6	452
8374	Fstl5	452
8375	Cenpw	452
8376	Acox3	452
8377	Ift140	452
8378	Sgk3	452
8379	Wdyhv1	451
8380	Tns1	451
8381	Osbpl3	451
8382	Camsap3	451
8383	Mbd1	451
8384	Phf2	451
8385	Zfp597	450
8386	2610044O15Rik8	450
8387	Zfp592	450
8388	Lrwd1	450
8389	Net1	450
8390	9430015G10Rik	449
8391	Zfp954	449
8392	Lst1	449
8393	Zfp697	449
8394	Csrp2	449
8395	Ddit4l	449
8396	Sord	449
8397	Trmt61b	449
8398	Mpv17l2	449
8399	Frmd5	449
8400	Cxcl12	448
8401	Rtn4r	448
8402	Lrrtm4	448
8403	Zfp874a	448
8404	Qsox2	448
8405	BC030500	448
8406	Rbm43	448
8407	Rps19-ps3	447
8408	Rmi1	447
8409	Uty	447
8410	Zfp711	447
8411	Slc35f4	447
8412	Nabp1	446
8413	1700012B15Rik	446
8414	Tmsb15l	446
8415	Zdhhc12	446
8416	Rnf25	446
8417	Mettl7a1	446
8418	Repin1	446
8419	Nup155	445
8420	Dpagt1	445
8421	Mtss1l	444
8422	Wasf2	444
8423	Tagln2	444
8424	Shank1	444
8425	Napepld	444
8426	Zfhx4	444
8427	Cbfb	444
8428	Alkbh3	444
8429	Mir684-1_loc6	444
8430	Iglon5	443
8431	Gm14440_loc1	443
8432	Coro2a	443
8433	Slc12a9	443
8434	Pced1a	443
8435	Sst	443
8436	Saal1	443
8437	Ppp1r14a	443
8438	Adamtsl4	443
8439	Topbp1	442
8440	Mcph1	442
8441	Rftn2	442
8442	Uvrag	442
8443	Dhx35	441
8444	Vwa8	441
8445	Cit	441
8446	Cpsf4	441
8447	Brat1	441
8448	E130307A14Rik	441
8449	Mettl8	441
8450	Ttc30b	441
8451	Dhx29	440
8452	Rragb	440
8453	Zfp536	440
8454	Mir678	440
8455	Eya3	440
8456	Mir466d	440
8457	Hmgb2	440
8458	Rps6ka2	440
8459	Sft2d3	439
8460	Map2k3	439
8461	Ctnnal1	439
8462	Rrp9	439
8463	Cog5	439
8464	E130309F12Rik	438
8465	Cnnm2	438
8466	Tatdn3	438
8467	Trit1	438
8468	Kcnab3	438
8469	Fam53b	438
8470	Tm4sf1	438
8471	Cyb561d1	438
8472	Prps1l3	438
8473	Plscr3	438
8474	BC023829	437
8475	AA465934	437
8476	Stat1	437
8477	Grb10	437
8478	Cntln	436
8479	Olfml2b	436
8480	Kcnt2	436
8481	Ppif	436
8482	Spin2c	436
8483	Fgd4	436
8484	Hemk1	435
8485	Mospd2	435
8486	Evc2	435
8487	Zfpl1	435
8488	Zfp182	435
8489	Rab3b	435
8490	Kdm4a	435
8491	Mpp4	435
8492	Dennd2a	435
8493	Pot1a	435
8494	Lig1	435
8495	Thoc6	434
8496	Npas2	434
8497	Aldh7a1	434
8498	Mynn	434
8499	Hsf1	434
8500	Bbc3	434
8501	Cxcl14	434
8502	Nxt1	434
8503	Rfx1	434
8504	Vwa5a	434
8505	Rcor3	433
8506	Mbd4	433
8507	Cdc7	433
8508	Klf2	433
8509	Fdx1	433
8510	2310009B15Rik	433
8511	LOC100504703	433
8512	Zbtb22	433
8513	Fstl4	433
8514	Dsel	432
8515	Casp9	432
8516	Atr	432
8517	Tmppe	432
8518	Fen1	431
8519	Mmp24	431
8520	Polr3gl	431
8521	Dancr	431
8522	Mgat4b	431
8523	Inpp5e	431
8524	1110002L01Rik	431
8525	Fam78b	431
8526	Vaultrc5	430
8527	Lmf2	430
8528	Cbx7	430
8529	Ctdsp1	430
8530	Zfyve1	430
8531	Tmem39a	430
8532	Stx2	430
8533	Zfp746	430
8534	Zufsp	430
8535	Zxdb	429
8536	Trmt10c	429
8537	Notch1	429
8538	Alg6	429
8539	Fam184a	429
8540	Glt8d2	429
8541	Gtpbp8	428
8542	Pfkfb3	428
8543	Abcb9	428
8544	Car7	428
8545	Rhbdd3	428
8546	Unc5d	428
8547	Zfp513	428
8548	Gabpb1	428
8549	Itga8	428
8550	Zfp110	428
8551	Lamb1	428
8552	Nars2	428
8553	9630033F20Rik	428
8554	B3galtl	427
8555	Rbms1	427
8556	Kdelc1	427
8557	9530091C08Rik	427
8558	Nat10	427
8559	Tubg2	427
8560	Zfp451	427
8561	Tnfaip8l3	426
8562	Bcor	426
8563	Zfp760	426
8564	Srebf1	426
8565	Snhg7	426
8566	Tspan4	426
8567	Tstd2	426
8568	Prorsd1	426
8569	Spats2	426
8570	0610009O20Rik	426
8571	Diras1	426
8572	Sema4g	426
8573	Ttll11	425
8574	Axin2	425
8575	Mthfr	425
8576	Klhl42	425
8577	Ptprt	425
8578	Lima1	425
8579	Capn10	425
8580	Sorcs2	425
8581	Stxbp4	425
8582	Narg2	425
8583	Ccdc101	424
8584	Osgin2	424
8585	Amer1	424
8586	Ninj2	424
8587	Tead1	423
8588	Uvssa	423
8589	2310057M21Rik	423
8590	Ggcx	423
8591	Itih5	423
8592	Polr3b	423
8593	Lin52	423
8594	Dcaf15	423
8595	Hist1h4h	423
8596	Sepn1	423
8597	Mon1a	423
8598	Ctsk	423
8599	Cyb5d2	423
8600	Nrg2	422
8601	Zfp654	422
8602	Lmo2	422
8603	A330069E16Rik	422
8604	Tysnd1	422
8605	Psmg1	422
8606	Vip	422
8607	4931428F04Rik	421
8608	Atf3	421
8609	Rrp1b	421
8610	Abhd10	421
8611	Apold1	421
8612	Ankrd49	421
8613	Arhgap15	421
8614	Wdr55	421
8615	Pradc1	420
8616	Zfp810	420
8617	E130308A19Rik	420
8618	R3hcc1l	420
8619	Nhlrc2	420
8620	Ppp1r8	420
8621	E330033B04Rik	420
8622	AK129341	420
8623	Islr2	420
8624	Fancl	420
8625	Eral1	419
8626	Rrm1	419
8627	Daxx	419
8628	Commd10	419
8629	Rgp1	419
8630	Eps8	418
8631	Jam2	418
8632	Senp8	418
8633	Gtf2ird1	418
8634	Tubd1	418
8635	Slc30a7	418
8636	Gatad2a	418
8637	Pdzrn4	418
8638	Grid1	418
8639	Sav1	418
8640	Exosc5	417
8641	Ccnyl1	417
8642	Plekha2	417
8643	Prdm4	417
8644	Gm9897	417
8645	Acvr1c	417
8646	Rrp15	417
8647	Fnip2	416
8648	Slc35b3	416
8649	Slc22a5	416
8650	Yars2	416
8651	Plin3	416
8652	Slc25a10	416
8653	Nans	416
8654	Pcgf3	416
8655	Wnt3	416
8656	Panx2	416
8657	Snhg10	416
8658	Nudt8	416
8659	Tefm	416
8660	Ccnt1	415
8661	Gm5918	415
8662	Kcnb2	415
8663	Lhfpl2	415
8664	Cpne2	415
8665	Zmym1	415
8666	Gm10336	415
8667	Ptchd2	415
8668	Olfm3	415
8669	Ptcd1	415
8670	Fbxo10	415
8671	Smpd2	415
8672	Tubb6	415
8673	Zfp846	414
8674	Tsga10	414
8675	Mtrr	414
8676	Aqp11	414
8677	Mlc1	414
8678	Sh3pxd2b	414
8679	Rin2	414
8680	Zfhx3	414
8681	Hapln1	414
8682	Slc39a11	414
8683	Zfp811	414
8684	Klhl21	414
8685	Ehbp1l1	414
8686	Ago4	413
8687	Tubgcp6	413
8688	Rfc3	413
8689	Tubgcp4	413
8690	Zfp101	413
8691	Prcc	413
8692	Shmt2	413
8693	Zfp707	413
8694	Prkg1	413
8695	4930453N24Rik	413
8696	Pacrg	413
8697	Rcor1	413
8698	P4ha2	412
8699	Pitpnm3	412
8700	Dclk3	412
8701	Ccdc82	412
8702	Fbxw17	412
8703	BC022687	412
8704	Gpc5	412
8705	Tiam2	412
8706	Ryr1	411
8707	St6galnac6	411
8708	2810001G20Rik	411
8709	Zfp574	411
8710	Lnpep	411
8711	AA987161	411
8712	Bcl2	411
8713	Pwwp2b	411
8714	Pcgf6	410
8715	Anxa2	410
8716	E130309D14Rik	410
8717	Adamts1	410
8718	Dock1	410
8719	A230070E04Rik	410
8720	Psd2	410
8721	Mief2	409
8722	Hist1h4d	409
8723	Rad51d	409
8724	Gusb	409
8725	Cecr5	409
8726	Clic1	409
8727	Cib2	408
8728	Fmnl1	408
8729	Gm15417	408
8730	Mob3b	408
8731	Carns1	408
8732	Zfp61	408
8733	Gpsm2	408
8734	Acot2	408
8735	Dxo	408
8736	9330133O14Rik	408
8737	Upf1	408
8738	Tmem136	407
8739	Pknox2	407
8740	Msh6	407
8741	Cdc73	407
8742	Trim11	407
8743	Ly6c1	407
8744	Lin37	407
8745	Odf2l	406
8746	Fxyd5	406
8747	Nrip2	406
8748	Lama2	406
8749	Ppp1r12b	406
8750	Acp6	406
8751	Pggt1b	406
8752	Rimklb	406
8753	Gm11549	406
8754	Tmem41a	405
8755	Pou2f2	405
8756	Rps6ka4	405
8757	Ethe1	404
8758	Trp53	404
8759	Sac3d1	404
8760	Terf1	404
8761	Trnau1ap	404
8762	Ing5	404
8763	Plk1s1	404
8764	Ankrd13c	404
8765	Rbfa	404
8766	Haus2	404
8767	Arvcf	404
8768	Tex30	404
8769	Mir1906-2_loc1	404
8770	Ccdc37	404
8771	Gm129	403
8772	Folh1	403
8773	Spg11	403
8774	Arl13b	403
8775	Cdc42ep3	403
8776	Mthfd2	403
8777	Mknk2	403
8778	Myh14	403
8779	Dnajc16	403
8780	Zranb3	403
8781	Fkbp14	403
8782	Lrfn4	403
8783	Klhl18	402
8784	Leprel4	402
8785	Zfp563	402
8786	2410066E13Rik	402
8787	Fam26e	401
8788	Pop1	401
8789	Fbxl14	401
8790	Bcorl1	401
8791	2010111I01Rik	401
8792	Tshz3	401
8793	Gal3st3	401
8794	Map3k3	401
8795	Cux1	400
8796	Pus10	400
8797	1500015A07Rik	400
8798	Cpq	400
8799	Kcnc4	400
8800	Arl6ip6	400
8801	Rab36	400
8802	Xpo5	400
8803	Ppm1d	400
8804	Rab23	400
8805	Trim26	399
8806	Fxyd1	399
8807	Nudt17	399
8808	Tdp1	399
8809	Mettl21a	399
8810	Iqce	398
8811	Rbm19	398
8812	Hist1h2ap_loc1	398
8813	Fbn2	398
8814	Dcp1a	398
8815	Acot1	398
8816	6330415B21Rik	397
8817	Hmgcll1	397
8818	Aldh1b1	397
8819	Tctn2	396
8820	Dnajb12	396
8821	Prmt6	396
8822	Ipo7	396
8823	Prex2	396
8824	Epha3	396
8825	Asxl3	396
8826	Zfp692	396
8827	Gla	396
8828	Slc9a2	396
8829	L2hgdh	396
8830	Fdxr	395
8831	C630020P19Rik	395
8832	Tspan33	395
8833	Lpar6	395
8834	Fam98c	395
8835	Bend5	395
8836	Ttc28	395
8837	Plxnb2	395
8838	Ephx1	395
8839	Klhdc8b	394
8840	Cblb	394
8841	Phtf2	394
8842	Sarm1	394
8843	Tdp2	394
8844	Nup188	394
8845	Wrn	394
8846	Ppp1r16a	394
8847	Gpc6	394
8848	Tcn2	393
8849	Mas1	393
8850	Klf3	393
8851	Zfp212	393
8852	Chst8	393
8853	Trpv2	393
8854	Tnks1bp1	393
8855	Rnd3	392
8856	Zfp286	392
8857	Pgpep1	392
8858	Ccdc84	392
8859	AI854703	392
8860	Fgfr1op	392
8861	9230114K14Rik	392
8862	Slc38a7	392
8863	Kti12	392
8864	2700081O15Rik	392
8865	Tmtc2	392
8866	Zfp935	392
8867	D630023F18Rik	391
8868	Apeh	391
8869	Haus1	391
8870	Adamts3	391
8871	Gstk1	391
8872	Cklf	390
8873	Col19a1	390
8874	Foxo6	390
8875	Pias3	390
8876	Id4	390
8877	Tgfa	390
8878	Rnaseh1	390
8879	Mta3	390
8880	1700088E04Rik	390
8881	Rffl	390
8882	Csgalnact2	389
8883	Dok5	389
8884	Slc17a6	389
8885	Nr2f6	389
8886	Srgn	389
8887	Lrsam1	389
8888	Rassf5	389
8889	Fbxo36	389
8890	Xpa	388
8891	Cabp1	388
8892	Noc3l	388
8893	Crtc3	388
8894	Apool	388
8895	Bcl9l	388
8896	Tnip1	388
8897	Gm2115	388
8898	Anapc15	388
8899	Tns3	387
8900	1110032F04Rik	387
8901	Acaa2	387
8902	Sema4c	387
8903	Decr1	387
8904	Pknox1	387
8905	Gmeb2	387
8906	Pcdh1	387
8907	Tyk2	387
8908	Ighmbp2	386
8909	Mis18a	386
8910	Tcf3	386
8911	9530082P21Rik	386
8912	Kcnj11	386
8913	Lgals1	386
8914	Gabrg1	385
8915	Pde7a	385
8916	Acsbg1	385
8917	Elp4	385
8918	Bok	385
8919	Dvl2	385
8920	Sbsn	385
8921	Snx11	385
8922	Rims1_loc1	384
8923	Prdm15	384
8924	2610100L16Rik	384
8925	Lca5	384
8926	Tmem145	384
8927	Rwdd2b	384
8928	Abcg2	384
8929	Rhbdl1	384
8930	Zfp235	384
8931	Rbm41	384
8932	3110056K07Rik	383
8933	Polr2a	383
8934	Fert2	383
8935	Coa4	383
8936	Fam161b	383
8937	Ska2	383
8938	Ccl25	382
8939	Hdac10	382
8940	Tbccd1	382
8941	Pacsin3	382
8942	Trp53i11	382
8943	Emp2	382
8944	Tab3	382
8945	Ercc8	382
8946	Mettl7a2	382
8947	Kctd18	382
8948	Txnip	381
8949	Cdh13	381
8950	Dcbld1	381
8951	Txndc12	381
8952	Tpmt	381
8953	Smc4	381
8954	Ldlrad3	381
8955	Epha10	380
8956	Lnx1	380
8957	Eaf1	380
8958	Rgs16	380
8959	Zfp467	380
8960	Scpep1	380
8961	Usp6nl	380
8962	Phyhd1	380
8963	Rgs3	379
8964	Slco1a4	379
8965	Pfas	379
8966	Fancm	379
8967	2310022A10Rik	379
8968	Pde9a	379
8969	Unk	379
8970	Tnfaip8l1	378
8971	Foxo1	378
8972	Taf5l	378
8973	Cep57l1	378
8974	3110009E18Rik	378
8975	Smug1	378
8976	Sirt4	378
8977	Gimap6	378
8978	Nhlrc1	377
8979	Zfp362	377
8980	Nab2	377
8981	Csf1	377
8982	Lrrc61	377
8983	Dcun1d3	377
8984	Amotl1	376
8985	Rilpl2	376
8986	Qtrtd1	376
8987	Zfp688	376
8988	Ccdc9	376
8989	Wdr91	376
8990	Wipf1	376
8991	Spata5	376
8992	Ggact	376
